case_id,created_at,completed_at,business_unit,department,country,vendor_id,vendor_tier,material_category,amount_usd,priority,channel,variant_ground_truth,event_count,rework_count,cycle_time_hours,sla_target_hours,sla_breached,fitness,conformant,touch_time_hours,estimated_wait_hours,automation_rate
P2P-009176,2025-08-29 06:53:36+00:00,2025-09-07 13:12:20+00:00,Corporate Services,Operations,Germany,V-075,C,IT Equipment,128798.02,Standard,ERP Portal,happy_path,13,0,222.3123,240.0,False,1.0,True,3.4671666666666665,218.84505555555558,0.38461538461538464
P2P-009177,2025-10-11 23:25:18+00:00,2025-10-22 05:20:23+00:00,Industrial Systems,Finance,Türkiye,V-061,C,Professional Services,21904.95,Standard,Catalog,duplicate_invoice,17,1,245.9182,240.0,True,0.7647058823529411,False,4.075166666666666,241.8428888888889,0.35294117647058826
P2P-009178,2025-04-18 00:57:10+00:00,2025-04-26 05:14:15+00:00,Industrial Systems,Operations,Türkiye,V-036,B,Facilities,5315.46,Strategic,ERP Portal,happy_path,13,0,196.2848,336.0,False,1.0,True,3.572,192.71272222222223,0.38461538461538464
P2P-009179,2025-05-27 12:53:31+00:00,2025-06-07 05:58:02+00:00,Industrial Systems,Engineering,Türkiye,V-012,A,MRO,131274.66,Standard,ERP Portal,payment_rework,16,2,257.0755,240.0,True,0.8125,False,5.2571666666666665,251.8181111111111,0.3125
P2P-009180,2026-05-06 04:38:39+00:00,2026-05-18 12:18:43+00:00,Corporate Services,Finance,Türkiye,V-037,B,Direct Materials,4820.51,Standard,ERP Portal,duplicate_invoice,17,1,295.6678,240.0,True,0.7647058823529411,False,4.2095,291.45827777777777,0.35294117647058826
P2P-009181,2025-01-04 19:57:28+00:00,2025-01-10 20:35:25+00:00,Corporate Services,Engineering,Germany,V-009,A,IT Equipment,5933.26,Standard,Email Intake,fast_track,12,0,144.6328,240.0,False,0.9230769230769231,False,2.8073333333333332,141.82516666666666,0.4166666666666667
P2P-009182,2025-01-28 02:23:16+00:00,2025-02-05 09:45:29+00:00,Corporate Services,Operations,Türkiye,V-065,C,IT Equipment,15374.06,Standard,ERP Portal,fast_track,12,0,199.3703,240.0,False,0.9230769230769231,False,2.8575,196.51277777777779,0.4166666666666667
P2P-009183,2025-07-24 05:32:06+00:00,2025-08-03 23:24:10+00:00,Industrial Systems,Information Technology,Germany,V-026,B,Direct Materials,20453.49,Standard,ERP Portal,approval_rework,15,1,257.868,240.0,True,0.8666666666666667,False,4.037,253.8307777777778,0.3333333333333333
P2P-009184,2026-03-28 21:17:32+00:00,2026-04-06 13:15:33+00:00,Consumer Products,Facilities,Türkiye,V-042,B,MRO,5308.09,Strategic,ERP Portal,happy_path,13,0,207.9671,336.0,False,1.0,True,3.271,204.69594444444445,0.38461538461538464
P2P-009185,2025-02-20 15:49:46+00:00,2025-03-02 13:40:42+00:00,Corporate Services,Information Technology,Türkiye,V-074,C,MRO,71571.04,Standard,Catalog,approval_rework,15,1,237.8491,240.0,False,0.8666666666666667,False,3.2646666666666664,234.58422222222222,0.3333333333333333
P2P-009186,2025-10-25 14:41:27+00:00,2025-11-03 19:25:55+00:00,Industrial Systems,Operations,Germany,V-004,A,MRO,16356.25,Strategic,ERP Portal,invoice_discrepancy,15,0,220.7414,336.0,False,0.8666666666666667,False,3.8676666666666666,216.87344444444443,0.3333333333333333
P2P-009187,2025-04-27 15:54:37+00:00,2025-05-06 18:42:11+00:00,Consumer Products,Operations,Germany,V-035,B,Direct Materials,133948.34,Standard,ERP Portal,fast_track,12,0,218.793,240.0,False,0.9230769230769231,False,3.191,215.60177777777778,0.4166666666666667
P2P-009188,2025-09-11 07:23:50+00:00,2025-09-16 21:23:17+00:00,Industrial Systems,Engineering,Poland,V-031,B,IT Equipment,15710.33,Urgent,Catalog,duplicate_invoice,17,1,133.991,120.0,True,0.7647058823529411,False,3.553833333333334,130.437,0.35294117647058826
P2P-009189,2025-01-30 02:02:05+00:00,2025-02-11 22:42:46+00:00,Consumer Products,Finance,Poland,V-061,C,Facilities,40735.54,Strategic,Catalog,happy_path,13,0,308.6783,336.0,False,1.0,True,3.7083333333333335,304.96972222222223,0.38461538461538464
P2P-009190,2026-03-21 00:31:31+00:00,2026-03-26 17:56:55+00:00,Consumer Products,Engineering,Türkiye,V-014,A,Direct Materials,16400.96,Urgent,ERP Portal,three_way_match_failure,14,0,137.4235,120.0,True,0.7857142857142857,False,3.8453333333333335,133.578,0.35714285714285715
P2P-009191,2026-06-11 07:11:48+00:00,2026-06-18 13:54:50+00:00,Industrial Systems,Operations,Netherlands,V-007,A,Professional Services,36115.26,Standard,ERP Portal,happy_path,13,0,174.7174,240.0,False,1.0,True,3.3625,171.35472222222222,0.38461538461538464
P2P-009192,2025-03-03 02:02:40+00:00,2025-03-16 02:10:42+00:00,Consumer Products,Finance,Türkiye,V-065,C,MRO,8875.15,Strategic,ERP Portal,approval_rework,15,1,312.1341,336.0,False,0.8666666666666667,False,3.5791666666666666,308.5547222222222,0.3333333333333333
P2P-009193,2025-05-31 15:16:29+00:00,2025-06-09 08:31:29+00:00,Consumer Products,Finance,Türkiye,V-033,B,MRO,114463.49,Urgent,ERP Portal,payment_rework,16,2,209.2502,120.0,True,0.8125,False,5.128,204.122,0.3125
P2P-009194,2025-09-05 07:29:29+00:00,2025-09-11 00:12:00+00:00,Corporate Services,Information Technology,Poland,V-048,B,MRO,13886.89,Urgent,ERP Portal,payment_rework,16,2,136.7087,120.0,True,0.8125,False,3.9836666666666662,132.72494444444445,0.3125
P2P-009195,2025-05-25 19:11:29+00:00,2025-05-30 20:57:50+00:00,Industrial Systems,Operations,Türkiye,V-011,A,Professional Services,4493.11,Urgent,ERP Portal,happy_path,13,0,121.7725,120.0,True,1.0,True,3.2978333333333336,118.47466666666666,0.38461538461538464
P2P-009196,2025-11-19 20:59:40+00:00,2025-11-29 16:19:09+00:00,Industrial Systems,Finance,Poland,V-025,B,Direct Materials,19567.71,Standard,Catalog,invoice_discrepancy,15,0,235.3249,240.0,False,0.8666666666666667,False,3.2583333333333333,232.0663888888889,0.3333333333333333
P2P-009197,2025-09-06 18:10:59+00:00,2025-09-14 04:41:17+00:00,Consumer Products,Finance,Germany,V-006,A,IT Equipment,10145.34,Standard,Email Intake,duplicate_invoice,17,1,178.5051,240.0,False,0.7647058823529411,False,3.81,174.695,0.35294117647058826
P2P-009198,2026-02-08 02:22:34+00:00,2026-02-15 18:49:06+00:00,Industrial Systems,Engineering,Türkiye,V-048,B,IT Equipment,44085.23,Standard,ERP Portal,three_way_match_failure,14,0,184.4424,240.0,False,0.7857142857142857,False,3.3493333333333335,181.0928888888889,0.35714285714285715
P2P-009199,2025-08-11 08:46:21+00:00,2025-08-17 23:01:28+00:00,Consumer Products,Operations,Türkiye,V-017,A,IT Equipment,20567.38,Standard,ERP Portal,missing_approval,12,0,158.252,240.0,False,0.9230769230769231,False,3.0810000000000004,155.17094444444444,0.4166666666666667
P2P-009200,2025-11-10 15:45:09+00:00,2025-11-21 23:38:13+00:00,Industrial Systems,Finance,Türkiye,V-074,C,Direct Materials,3532.52,Standard,ERP Portal,invoice_discrepancy+late_delivery,16,0,271.8846,240.0,True,0.8125,False,4.581166666666666,267.3032777777778,0.3125
P2P-009201,2025-07-01 09:48:18+00:00,2025-07-12 09:35:42+00:00,Industrial Systems,Information Technology,Poland,V-078,C,Direct Materials,20781.46,Urgent,ERP Portal,invoice_discrepancy+late_delivery,16,0,263.79,120.0,True,0.8125,False,4.1905,259.59950000000003,0.3125
P2P-009202,2025-04-07 01:28:58+00:00,2025-04-13 20:29:08+00:00,Corporate Services,Engineering,Germany,V-037,B,IT Equipment,27735.13,Standard,Catalog,fast_track,12,0,163.0028,240.0,False,0.9230769230769231,False,2.9741666666666666,160.0286111111111,0.4166666666666667
P2P-009203,2025-09-14 01:02:33+00:00,2025-09-23 16:26:49+00:00,Industrial Systems,Operations,Türkiye,V-073,C,MRO,19513.11,Standard,ERP Portal,happy_path,13,0,231.4044,240.0,False,1.0,True,3.2895,228.11494444444443,0.38461538461538464
P2P-009204,2026-04-05 04:02:15+00:00,2026-04-22 02:15:44+00:00,Industrial Systems,Operations,Poland,V-064,C,Direct Materials,25030.08,Standard,ERP Portal,approval_rework,15,1,406.2248,240.0,True,0.8666666666666667,False,4.057666666666667,402.1670555555556,0.3333333333333333
P2P-009205,2026-03-04 23:17:27+00:00,2026-03-10 08:48:27+00:00,Consumer Products,Information Technology,Türkiye,V-061,C,Direct Materials,17848.3,Urgent,ERP Portal,happy_path,13,0,129.5169,120.0,True,1.0,True,2.9309999999999996,126.58566666666668,0.38461538461538464
P2P-009206,2025-10-11 03:05:50+00:00,2025-10-17 16:17:40+00:00,Corporate Services,Operations,Türkiye,V-041,B,Facilities,16537.87,Standard,ERP Portal,happy_path,13,0,157.1973,240.0,False,1.0,True,3.1381666666666663,154.05905555555555,0.38461538461538464
P2P-009207,2026-06-03 02:59:34+00:00,2026-06-10 05:43:45+00:00,Corporate Services,Operations,Türkiye,V-024,B,MRO,36899.36,Standard,ERP Portal,happy_path,13,0,170.7366,240.0,False,1.0,True,3.0668333333333333,167.66955555555555,0.38461538461538464
P2P-009208,2025-02-05 05:19:39+00:00,2025-02-19 11:13:38+00:00,Consumer Products,Facilities,Netherlands,V-034,B,Professional Services,17336.47,Strategic,ERP Portal,duplicate_invoice,17,1,341.8997,336.0,True,0.7647058823529411,False,3.6896666666666667,338.2100555555556,0.35294117647058826
P2P-009209,2025-09-22 03:25:20+00:00,2025-10-05 06:04:40+00:00,Consumer Products,Operations,Poland,V-016,A,Professional Services,53802.4,Standard,ERP Portal,invoice_discrepancy,15,0,314.6558,240.0,True,0.8666666666666667,False,3.7856666666666663,310.8698888888889,0.3333333333333333
P2P-009210,2026-01-26 19:10:42+00:00,2026-02-03 16:20:47+00:00,Consumer Products,Finance,Germany,V-016,A,Direct Materials,9516.34,Standard,ERP Portal,payment_rework,16,2,189.1682,240.0,False,0.8125,False,4.286666666666666,184.8813888888889,0.3125
P2P-009211,2025-01-18 15:13:34+00:00,2025-01-31 07:13:40+00:00,Consumer Products,Facilities,Netherlands,V-002,A,Direct Materials,32402.28,Standard,Catalog,duplicate_invoice+late_delivery,18,1,304.0018,240.0,True,0.7222222222222222,False,4.067,299.93466666666666,0.3333333333333333
P2P-009212,2026-06-07 14:47:27+00:00,2026-06-22 18:26:39+00:00,Corporate Services,Engineering,Netherlands,V-066,C,Direct Materials,13990.82,Standard,ERP Portal,duplicate_invoice,17,1,363.6535,240.0,True,0.7647058823529411,False,4.2651666666666666,359.3881666666666,0.35294117647058826
P2P-009213,2026-03-11 09:27:26+00:00,2026-03-22 19:20:03+00:00,Industrial Systems,Engineering,Germany,V-033,B,MRO,79387.01,Standard,Catalog,happy_path+late_delivery,14,0,273.8772,240.0,True,0.9285714285714286,False,3.445,270.43194444444447,0.35714285714285715
P2P-009214,2025-01-15 20:56:51+00:00,2025-01-25 15:22:11+00:00,Corporate Services,Operations,Türkiye,V-049,B,Direct Materials,1131.16,Standard,ERP Portal,approval_rework,15,1,234.4223,240.0,False,0.8666666666666667,False,4.016,230.40622222222223,0.3333333333333333
P2P-009215,2025-04-20 15:19:44+00:00,2025-05-02 12:47:52+00:00,Industrial Systems,Engineering,Türkiye,V-062,C,IT Equipment,50818.17,Standard,ERP Portal,happy_path,13,0,285.469,240.0,True,1.0,True,2.628,282.8408888888889,0.38461538461538464
P2P-009216,2026-02-22 11:11:13+00:00,2026-03-06 05:31:12+00:00,Corporate Services,Engineering,Netherlands,V-057,B,MRO,18362.03,Standard,Catalog,payment_rework,16,2,282.3333,240.0,True,0.8125,False,4.971500000000001,277.3615555555556,0.3125
P2P-009217,2026-05-15 01:06:30+00:00,2026-05-21 18:21:21+00:00,Industrial Systems,Finance,Türkiye,V-043,B,IT Equipment,8150.01,Urgent,ERP Portal,three_way_match_failure,14,0,161.2477,120.0,True,0.7857142857142857,False,3.853,157.3945,0.35714285714285715
P2P-009218,2025-09-17 18:31:56+00:00,2025-09-26 02:45:43+00:00,Corporate Services,Information Technology,Poland,V-026,B,MRO,30580.36,Standard,ERP Portal,three_way_match_failure,14,0,200.2299,240.0,False,0.7857142857142857,False,3.1708333333333334,197.0588888888889,0.35714285714285715
P2P-009219,2025-08-31 21:21:51+00:00,2025-09-08 18:04:31+00:00,Consumer Products,Information Technology,Türkiye,V-061,C,IT Equipment,12774.45,Standard,ERP Portal,approval_rework,15,1,188.7112,240.0,False,0.8666666666666667,False,3.890833333333333,184.8202777777778,0.3333333333333333
P2P-009220,2025-04-01 01:02:44+00:00,2025-04-12 16:49:31+00:00,Consumer Products,Operations,Türkiye,V-077,C,Professional Services,20583.17,Standard,ERP Portal,fast_track,12,0,279.7798,240.0,True,0.9230769230769231,False,3.9778333333333338,275.8018888888889,0.4166666666666667
P2P-009221,2025-07-25 12:58:06+00:00,2025-07-31 19:25:29+00:00,Consumer Products,Finance,Türkiye,V-041,B,Professional Services,4807.39,Standard,ERP Portal,happy_path,13,0,150.4565,240.0,False,1.0,True,3.1088333333333336,147.34755555555554,0.38461538461538464
P2P-009222,2026-05-20 08:58:22+00:00,2026-05-28 15:37:23+00:00,Consumer Products,Engineering,Germany,V-017,A,Direct Materials,23041.79,Standard,ERP Portal,duplicate_invoice,17,1,198.6505,240.0,False,0.7647058823529411,False,3.7476666666666665,194.9026111111111,0.35294117647058826
P2P-009223,2025-12-18 06:20:21+00:00,2025-12-29 22:17:44+00:00,Consumer Products,Operations,Türkiye,V-062,C,MRO,3242.85,Strategic,ERP Portal,fast_track+late_delivery,13,0,279.9566,336.0,False,0.8461538461538461,False,2.7781666666666665,277.17822222222225,0.38461538461538464
P2P-009224,2025-08-29 14:17:00+00:00,2025-09-03 23:35:58+00:00,Industrial Systems,Operations,Türkiye,V-035,B,Direct Materials,19776.97,Urgent,Catalog,happy_path,13,0,129.3164,120.0,True,1.0,True,2.6531666666666665,126.66294444444443,0.38461538461538464
P2P-009225,2026-02-01 14:38:42+00:00,2026-02-10 15:56:32+00:00,Consumer Products,Facilities,Türkiye,V-031,B,Direct Materials,49368.15,Standard,ERP Portal,happy_path,13,0,217.2974,240.0,False,1.0,True,2.5128333333333335,214.78438888888888,0.38461538461538464
P2P-009226,2026-01-25 13:12:36+00:00,2026-01-30 02:11:49+00:00,Consumer Products,Finance,Türkiye,V-034,B,IT Equipment,9882.54,Urgent,ERP Portal,happy_path,13,0,108.9872,120.0,False,1.0,True,3.0051666666666668,105.98177777777778,0.38461538461538464
P2P-009227,2025-03-16 07:39:51+00:00,2025-03-25 01:12:12+00:00,Consumer Products,Information Technology,Poland,V-001,A,Direct Materials,11838.59,Standard,ERP Portal,payment_rework,16,2,209.5394,240.0,False,0.8125,False,4.65,204.88916666666665,0.3125
P2P-009228,2025-06-08 12:37:30+00:00,2025-06-20 02:56:39+00:00,Industrial Systems,Operations,Germany,V-001,A,MRO,14352.69,Standard,ERP Portal,happy_path,13,0,278.3193,240.0,True,1.0,True,2.789833333333333,275.52933333333334,0.38461538461538464
P2P-009229,2025-03-13 08:54:48+00:00,2025-03-23 07:16:20+00:00,Industrial Systems,Finance,Türkiye,V-042,B,Facilities,79392.86,Standard,Catalog,invoice_discrepancy,15,0,238.3591,240.0,False,0.8666666666666667,False,4.2585,234.1003888888889,0.3333333333333333
P2P-009230,2026-03-30 02:34:12+00:00,2026-04-11 23:51:55+00:00,Industrial Systems,Engineering,Germany,V-077,C,MRO,11440.58,Standard,ERP Portal,happy_path,13,0,309.2954,240.0,True,1.0,True,2.8200000000000003,306.47527777777776,0.38461538461538464
P2P-009231,2025-01-20 23:26:04+00:00,2025-01-30 16:21:27+00:00,Industrial Systems,Operations,Türkiye,V-059,C,Direct Materials,8908.06,Urgent,Email Intake,payment_rework,16,2,232.9232,120.0,True,0.8125,False,5.5008333333333335,227.42222222222222,0.3125
P2P-009232,2025-06-02 21:48:33+00:00,2025-06-12 22:43:23+00:00,Consumer Products,Operations,Türkiye,V-034,B,Direct Materials,18303.73,Standard,ERP Portal,happy_path,13,0,240.9139,240.0,True,1.0,True,3.5436666666666667,237.37022222222222,0.38461538461538464
P2P-009233,2026-04-05 22:31:09+00:00,2026-04-16 16:51:02+00:00,Consumer Products,Facilities,Türkiye,V-027,B,Direct Materials,2833.78,Standard,ERP Portal,approval_rework,15,1,258.3316,240.0,True,0.8666666666666667,False,4.407166666666667,253.92422222222226,0.3333333333333333
P2P-009234,2025-10-09 05:18:31+00:00,2025-10-17 08:39:26+00:00,Industrial Systems,Engineering,Türkiye,V-055,B,Professional Services,8895.32,Standard,Catalog,happy_path+late_delivery,14,0,195.3489,240.0,False,0.9285714285714286,False,3.487,191.8616111111111,0.35714285714285715
P2P-009235,2025-03-15 01:56:32+00:00,2025-03-21 11:40:05+00:00,Corporate Services,Operations,Germany,V-064,C,Direct Materials,12139.44,Urgent,ERP Portal,three_way_match_failure,14,0,153.726,120.0,True,0.7857142857142857,False,4.1946666666666665,149.53116666666665,0.35714285714285715
P2P-009236,2025-02-28 21:29:24+00:00,2025-03-10 05:16:07+00:00,Corporate Services,Operations,Türkiye,V-024,B,Professional Services,17555.93,Standard,ERP Portal,happy_path+late_delivery,14,0,223.7786,240.0,False,0.9285714285714286,False,2.7393333333333336,221.03927777777778,0.35714285714285715
P2P-009237,2025-09-11 18:00:50+00:00,2025-09-20 21:13:43+00:00,Industrial Systems,Finance,Türkiye,V-052,B,MRO,19448.5,Standard,ERP Portal,duplicate_invoice,17,1,219.2149,240.0,False,0.7647058823529411,False,3.9545000000000003,215.26022222222224,0.35294117647058826
P2P-009238,2025-04-12 22:14:55+00:00,2025-04-20 20:26:32+00:00,Consumer Products,Operations,Türkiye,V-016,A,Direct Materials,26263.53,Strategic,Email Intake,happy_path,13,0,190.1938,336.0,False,1.0,True,3.5741666666666663,186.61944444444447,0.38461538461538464
P2P-009239,2025-01-12 04:20:09+00:00,2025-01-20 13:17:23+00:00,Corporate Services,Operations,Netherlands,V-044,B,Direct Materials,4960.73,Standard,ERP Portal,duplicate_invoice,17,1,200.9541,240.0,False,0.7647058823529411,False,4.287333333333334,196.66655555555556,0.35294117647058826
P2P-009240,2026-01-13 03:34:09+00:00,2026-01-20 13:47:10+00:00,Consumer Products,Operations,Türkiye,V-045,B,Professional Services,20925.24,Standard,ERP Portal,missing_approval,12,0,178.2171,240.0,False,0.9230769230769231,False,2.977333333333333,175.23961111111112,0.4166666666666667
P2P-009241,2025-03-15 17:46:11+00:00,2025-03-31 21:39:19+00:00,Industrial Systems,Information Technology,Netherlands,V-069,C,Professional Services,56719.23,Standard,Email Intake,happy_path+late_delivery,14,0,387.8856,240.0,True,0.9285714285714286,False,3.6475,384.2380555555556,0.35714285714285715
P2P-009242,2025-02-20 22:44:49+00:00,2025-03-03 09:29:24+00:00,Consumer Products,Operations,Türkiye,V-008,A,Facilities,1222.5,Standard,ERP Portal,duplicate_invoice,17,1,250.7431,240.0,True,0.7647058823529411,False,3.615666666666667,247.12738888888887,0.35294117647058826
P2P-009243,2025-11-09 23:56:22+00:00,2025-11-25 11:39:40+00:00,Corporate Services,Facilities,Türkiye,V-079,C,Direct Materials,111150.55,Standard,ERP Portal,approval_rework,15,1,371.7218,240.0,True,0.8666666666666667,False,4.807166666666666,366.91450000000003,0.3333333333333333
P2P-009244,2026-04-03 04:25:07+00:00,2026-04-09 12:31:51+00:00,Industrial Systems,Operations,Germany,V-035,B,Professional Services,20554.05,Standard,ERP Portal,fast_track,12,0,152.1125,240.0,False,0.9230769230769231,False,2.9168333333333334,149.19538888888889,0.4166666666666667
P2P-009245,2025-09-14 09:00:23+00:00,2025-09-25 00:02:25+00:00,Consumer Products,Facilities,Türkiye,V-075,C,Professional Services,36064.9,Standard,ERP Portal,happy_path,13,0,255.0341,240.0,True,1.0,True,3.129833333333333,251.90405555555557,0.38461538461538464
P2P-009246,2025-02-26 04:49:33+00:00,2025-03-02 20:22:50+00:00,Industrial Systems,Engineering,Türkiye,V-016,A,Direct Materials,24338.68,Urgent,ERP Portal,approval_rework,15,1,111.5548,120.0,False,0.8666666666666667,False,3.6133333333333337,107.9413888888889,0.3333333333333333
P2P-009247,2025-09-04 23:46:34+00:00,2025-09-15 20:56:00+00:00,Industrial Systems,Operations,Germany,V-051,B,Direct Materials,9598.46,Standard,ERP Portal,happy_path+late_delivery,14,0,261.1574,240.0,True,0.9285714285714286,False,3.627666666666667,257.5295555555556,0.35714285714285715
P2P-009248,2025-06-02 05:22:34+00:00,2025-06-12 10:48:23+00:00,Consumer Products,Operations,Türkiye,V-071,C,MRO,21853.37,Strategic,Catalog,happy_path,13,0,245.4303,336.0,False,1.0,True,3.271333333333333,242.15894444444444,0.38461538461538464
P2P-009249,2026-02-01 01:01:57+00:00,2026-02-05 22:50:35+00:00,Consumer Products,Operations,Türkiye,V-001,A,Professional Services,31653.27,Standard,Catalog,happy_path,13,0,117.8106,240.0,False,1.0,True,3.0458333333333334,114.76472222222222,0.38461538461538464
P2P-009250,2026-04-10 08:53:12+00:00,2026-04-17 11:33:52+00:00,Corporate Services,Operations,Türkiye,V-010,A,Direct Materials,83181.87,Standard,ERP Portal,happy_path,13,0,170.678,240.0,False,1.0,True,3.0708333333333333,167.60694444444445,0.38461538461538464
P2P-009251,2026-01-01 13:47:52+00:00,2026-01-14 02:40:09+00:00,Consumer Products,Engineering,Netherlands,V-076,C,MRO,9066.12,Standard,Catalog,happy_path,13,0,300.8716,240.0,True,1.0,True,3.0799999999999996,297.7913888888889,0.38461538461538464
P2P-009252,2025-02-06 02:14:48+00:00,2025-02-16 13:21:26+00:00,Industrial Systems,Finance,Türkiye,V-051,B,MRO,24545.57,Standard,ERP Portal,invoice_discrepancy,15,0,251.1106,240.0,True,0.8666666666666667,False,3.5855,247.52505555555555,0.3333333333333333
P2P-009253,2025-04-19 06:16:32+00:00,2025-04-26 12:10:21+00:00,Industrial Systems,Finance,Türkiye,V-034,B,Direct Materials,2795.88,Standard,ERP Portal,happy_path,13,0,173.897,240.0,False,1.0,True,2.8834999999999997,171.01344444444445,0.38461538461538464
P2P-009254,2025-06-09 04:05:40+00:00,2025-06-17 21:57:39+00:00,Industrial Systems,Engineering,Netherlands,V-041,B,IT Equipment,15563.86,Urgent,Catalog,happy_path+late_delivery,14,0,209.8666,120.0,True,0.9285714285714286,False,3.539,206.3273888888889,0.35714285714285715
P2P-009255,2025-06-29 21:36:23+00:00,2025-07-08 18:45:33+00:00,Corporate Services,Operations,Poland,V-041,B,MRO,12039.55,Standard,ERP Portal,happy_path,13,0,213.153,240.0,False,1.0,True,2.739833333333334,210.41294444444443,0.38461538461538464
P2P-009256,2026-02-03 10:08:43+00:00,2026-02-12 02:25:00+00:00,Industrial Systems,Engineering,Türkiye,V-065,C,Professional Services,18536.43,Standard,ERP Portal,duplicate_invoice,17,1,208.2714,240.0,False,0.7647058823529411,False,3.815,204.45638888888888,0.35294117647058826
P2P-009257,2025-12-16 02:24:34+00:00,2025-12-29 13:48:20+00:00,Industrial Systems,Facilities,Germany,V-026,B,Direct Materials,108775.01,Strategic,ERP Portal,duplicate_invoice,17,1,323.3963,336.0,False,0.7647058823529411,False,5.4645,317.9316111111111,0.35294117647058826
P2P-009258,2026-03-04 18:59:42+00:00,2026-03-11 01:13:08+00:00,Industrial Systems,Engineering,Türkiye,V-079,C,IT Equipment,48694.13,Urgent,ERP Portal,approval_rework,15,1,150.2239,120.0,True,0.8666666666666667,False,3.6959999999999997,146.5278888888889,0.3333333333333333
P2P-009259,2026-06-11 05:31:31+00:00,2026-06-21 18:55:21+00:00,Industrial Systems,Facilities,Poland,V-075,C,MRO,14247.16,Standard,ERP Portal,happy_path,13,0,253.3974,240.0,True,1.0,True,3.2733333333333334,250.12388888888887,0.38461538461538464
P2P-009260,2025-01-27 03:22:53+00:00,2025-02-13 11:03:12+00:00,Consumer Products,Facilities,Türkiye,V-059,C,MRO,50645.57,Standard,ERP Portal,invoice_discrepancy,15,0,415.672,240.0,True,0.8666666666666667,False,4.3415,411.3304444444444,0.3333333333333333
P2P-009261,2026-06-29 14:13:14+00:00,2026-07-07 18:07:36+00:00,Industrial Systems,Operations,Türkiye,V-068,C,Professional Services,19551.79,Urgent,Catalog,happy_path,13,0,195.9062,120.0,True,1.0,True,2.7113333333333336,193.19477777777777,0.38461538461538464
P2P-009262,2026-03-24 02:31:53+00:00,2026-03-29 18:02:22+00:00,Corporate Services,Engineering,Türkiye,V-027,B,Facilities,24297.33,Standard,ERP Portal,fast_track,12,0,135.5081,240.0,False,0.9230769230769231,False,2.667666666666667,132.8403888888889,0.4166666666666667
P2P-009263,2025-07-11 00:20:46+00:00,2025-07-23 11:49:26+00:00,Consumer Products,Operations,Türkiye,V-077,C,MRO,32689.37,Standard,Catalog,happy_path,13,0,299.478,240.0,True,1.0,True,3.4521666666666664,296.0256111111111,0.38461538461538464
P2P-009264,2025-07-22 10:35:40+00:00,2025-08-05 08:56:10+00:00,Industrial Systems,Facilities,Türkiye,V-037,B,Direct Materials,43078.36,Strategic,ERP Portal,duplicate_invoice+late_delivery,18,1,334.3417,336.0,False,0.7222222222222222,False,4.200166666666666,330.14149999999995,0.3333333333333333
P2P-009265,2025-07-25 12:52:50+00:00,2025-08-06 22:01:47+00:00,Industrial Systems,Engineering,Poland,V-078,C,IT Equipment,11298.69,Strategic,ERP Portal,happy_path,13,0,297.1492,336.0,False,1.0,True,2.9170000000000003,294.23216666666667,0.38461538461538464
P2P-009266,2025-06-11 00:30:45+00:00,2025-06-19 15:53:38+00:00,Consumer Products,Information Technology,Poland,V-025,B,IT Equipment,26573.54,Standard,ERP Portal,happy_path,13,0,207.3814,240.0,False,1.0,True,3.1831666666666663,204.19822222222223,0.38461538461538464
P2P-009267,2026-01-31 18:45:14+00:00,2026-02-06 17:01:02+00:00,Consumer Products,Information Technology,Türkiye,V-006,A,Direct Materials,1904.38,Urgent,Catalog,happy_path+late_delivery,14,0,142.2634,120.0,True,0.9285714285714286,False,3.7128333333333337,138.5505,0.35714285714285715
P2P-009268,2025-07-06 05:17:42+00:00,2025-07-12 20:31:42+00:00,Industrial Systems,Engineering,Netherlands,V-029,B,Direct Materials,2287.87,Standard,ERP Portal,happy_path,13,0,159.2333,240.0,False,1.0,True,3.7638333333333334,155.46949999999998,0.38461538461538464
P2P-009269,2025-11-08 04:24:17+00:00,2025-11-16 19:35:42+00:00,Corporate Services,Facilities,Türkiye,V-071,C,Facilities,17481.86,Standard,ERP Portal,fast_track,12,0,207.1905,240.0,False,0.9230769230769231,False,2.671666666666667,204.5186111111111,0.4166666666666667
P2P-009270,2026-01-15 11:37:07+00:00,2026-01-24 16:47:41+00:00,Consumer Products,Facilities,Türkiye,V-065,C,Facilities,28528.02,Urgent,Catalog,duplicate_invoice,17,1,221.1763,120.0,True,0.7647058823529411,False,3.5533333333333332,217.62277777777777,0.35294117647058826
P2P-009271,2025-02-03 23:35:38+00:00,2025-02-15 19:29:49+00:00,Industrial Systems,Engineering,Netherlands,V-006,A,Direct Materials,19652.75,Standard,Email Intake,happy_path,13,0,283.9031,240.0,True,1.0,True,3.4035,280.49955555555556,0.38461538461538464
P2P-009272,2025-11-03 18:49:29+00:00,2025-11-14 08:42:01+00:00,Consumer Products,Operations,Türkiye,V-034,B,Professional Services,15301.36,Standard,Email Intake,happy_path,13,0,253.8756,240.0,True,1.0,True,3.4641666666666664,250.4113888888889,0.38461538461538464
P2P-009273,2025-06-21 07:01:34+00:00,2025-06-27 15:07:39+00:00,Corporate Services,Operations,Poland,V-017,A,MRO,3488.8,Standard,ERP Portal,three_way_match_failure,14,0,152.1017,240.0,False,0.7857142857142857,False,3.6561666666666666,148.4452222222222,0.35714285714285715
